genome	genome_accession	source	protein_type	domains	domain_combination_type	count_raw	count_normalized_by_genome_size	count_normalized_by_total_proteins
GCF_000978965.1	GCF_000978965	mistdb	hk	PAS_3,PAS_9,PocR,hole	domain_comb	1	2.4010457034247553e-07	0.0002775464890369137
GCF_000978965.1	GCF_000978965	mistdb	hk	PAS_3,PAS_4,PAS_9,PocR	domain_comb	1	2.4010457034247553e-07	0.0002775464890369137
GCF_000978965.1	GCF_000978965	mistdb	hk	MEDS,PAS,PAS_3,PAS_4,PAS_9	domain_comb	1	2.4010457034247553e-07	0.0002775464890369137
GCF_000978965.1	GCF_000978965	mistdb	hk	HisKA_7TM,PAS	domain_comb	1	2.4010457034247553e-07	0.0002775464890369137
GCF_000978965.1	GCF_000978965	mistdb	hk	PAS_9,hole	domain_comb	1	2.4010457034247553e-07	0.0002775464890369137
GCF_000978965.1	GCF_000978965	mistdb	hk	PAS,PAS_8	domain_comb	1	2.4010457034247553e-07	0.0002775464890369137
GCF_000979015.1	GCF_000979015	mistdb	hk	PAS_3,PAS_9	domain_comb	2	5.022605491666619e-07	0.0005808887598024978
GCF_000979015.1	GCF_000979015	mistdb	hk	GAF_2,PAS,PAS_3,PAS_9,PocR	domain_comb	1	2.5113027458333093e-07	0.0002904443799012489
GCF_000979015.1	GCF_000979015	mistdb	hk	PAS_3,PAS_4,hole	domain_comb	1	2.5113027458333093e-07	0.0002904443799012489
GCF_000979015.1	GCF_000979015	mistdb	hk	GAF_3,PAS_3,PAS_4,hole	domain_comb	1	2.5113027458333093e-07	0.0002904443799012489
GCF_000979015.1	GCF_000979015	mistdb	hk	MEDS	domain_comb	1	2.5113027458333093e-07	0.0002904443799012489
GCF_000979015.1	GCF_000979015	mistdb	hk	CHASE4,hole	domain_comb	1	2.5113027458333093e-07	0.0002904443799012489
GCF_000979015.1	GCF_000979015	mistdb	hk	CHASE4,PAS_4,hole	domain_comb	2	5.022605491666619e-07	0.0005808887598024978
GCF_000979015.1	GCF_000979015	mistdb	hk	GAF_3,PAS_4,hole	domain_comb	1	2.5113027458333093e-07	0.0002904443799012489
GCF_000979015.1	GCF_000979015	mistdb	hk	PAS_3,PAS_4	domain_comb	1	2.5113027458333093e-07	0.0002904443799012489
GCF_000979015.1	GCF_000979015	mistdb	hk	GAF_2,PAS,PAS_3,PAS_4,PAS_9,hole	domain_comb	1	2.5113027458333093e-07	0.0002904443799012489
GCF_000979015.1	GCF_000979015	mistdb	hk	PAS_3,PAS_9,hole	domain_comb	1	2.5113027458333093e-07	0.0002904443799012489
GCF_000979015.1	GCF_000979015	mistdb	hk	PAS_8,hole	domain_comb	1	2.5113027458333093e-07	0.0002904443799012489
GCF_000979015.1	GCF_000979015	mistdb	hk	PAS_3,PAS_9,PocR,hole	domain_comb	1	2.5113027458333093e-07	0.0002904443799012489
GCF_000979015.1	GCF_000979015	mistdb	hk	PAS_3,PAS_4,PAS_9	domain_comb	2	5.022605491666619e-07	0.0005808887598024978
GCF_000979015.1	GCF_000979015	mistdb	hk	MEDS,PAS_3,PAS_4,PAS_9	domain_comb	1	2.5113027458333093e-07	0.0002904443799012489
GCF_000979015.1	GCF_000979015	mistdb	hk	PAS_3	domain_comb	2	5.022605491666619e-07	0.0005808887598024978
GCF_000979015.1	GCF_000979015	mistdb	hk	PAS,PAS_8,PAS_9,PocR	domain_comb	1	2.5113027458333093e-07	0.0002904443799012489
GCF_000979015.1	GCF_000979015	mistdb	hk	MASE3,PAS_3	domain_comb	2	5.022605491666619e-07	0.0005808887598024978
GCF_000979015.1	GCF_000979015	mistdb	hk	PAS_3,PAS_4,PAS_9,PocR	domain_comb	1	2.5113027458333093e-07	0.0002904443799012489
GCF_000979015.1	GCF_000979015	mistdb	hk	GAF_3,PAS,PAS_3,PAS_9,hole	domain_comb	1	2.5113027458333093e-07	0.0002904443799012489
GCF_000979015.1	GCF_000979015	mistdb	hk	PAS_3,dCache_1,hole	domain_comb	2	5.022605491666619e-07	0.0005808887598024978
GCF_000979015.1	GCF_000979015	mistdb	hk	HisKA_7TM,PAS	domain_comb	1	2.5113027458333093e-07	0.0002904443799012489
GCF_000979015.1	GCF_000979015	mistdb	hk	PAS,PAS_8	domain_comb	1	2.5113027458333093e-07	0.0002904443799012489
GCF_000979015.1	GCF_000979015	mistdb	hk	PAS_9,hole	domain_comb	1	2.5113027458333093e-07	0.0002904443799012489
GCF_000979025.1	GCF_000979025	mistdb	hk	PAS_3,PAS_4,PAS_9	domain_comb	3	7.47313222138108e-07	0.0008731082654249127
GCF_000979025.1	GCF_000979025	mistdb	hk	PAS_3,PAS_4,hole	domain_comb	1	2.491044073793693e-07	0.0002910360884749709
GCF_000979025.1	GCF_000979025	mistdb	hk	MEDS	domain_comb	1	2.491044073793693e-07	0.0002910360884749709
GCF_000979025.1	GCF_000979025	mistdb	hk	PAS_3	domain_comb	2	4.982088147587386e-07	0.0005820721769499418
GCF_000979025.1	GCF_000979025	mistdb	hk	PAS_8,hole	domain_comb	1	2.491044073793693e-07	0.0002910360884749709
GCF_000979025.1	GCF_000979025	mistdb	hk	PAS_3,PAS_9	domain_comb	2	4.982088147587386e-07	0.0005820721769499418
GCF_000979025.1	GCF_000979025	mistdb	hk	GAF_2,PAS,PAS_3,PAS_4,PAS_9,hole	domain_comb	1	2.491044073793693e-07	0.0002910360884749709
GCF_000979025.1	GCF_000979025	mistdb	hk	PAS_3,PAS_4	domain_comb	1	2.491044073793693e-07	0.0002910360884749709
GCF_000979025.1	GCF_000979025	mistdb	hk	GAF_2,PAS,PAS_3,PAS_9,PocR	domain_comb	1	2.491044073793693e-07	0.0002910360884749709
GCF_000979025.1	GCF_000979025	mistdb	hk	GAF_3,PAS_3,PAS_4,hole	domain_comb	1	2.491044073793693e-07	0.0002910360884749709
GCF_000979025.1	GCF_000979025	mistdb	hk	GAF_3,PAS,PAS_3,PAS_9,hole	domain_comb	1	2.491044073793693e-07	0.0002910360884749709
GCF_000979025.1	GCF_000979025	mistdb	hk	CHASE4,PAS_4,hole	domain_comb	1	2.491044073793693e-07	0.0002910360884749709
GCF_000979025.1	GCF_000979025	mistdb	hk	PAS_3,PAS_4,PAS_9,PocR	domain_comb	1	2.491044073793693e-07	0.0002910360884749709
GCF_000979025.1	GCF_000979025	mistdb	hk	PAS_3,PAS_9,PocR	domain_comb	1	2.491044073793693e-07	0.0002910360884749709
GCF_000979025.1	GCF_000979025	mistdb	hk	PAS,PAS_8,PAS_9,PocR	domain_comb	1	2.491044073793693e-07	0.0002910360884749709
GCF_000979025.1	GCF_000979025	mistdb	hk	CHASE4,hole	domain_comb	1	2.491044073793693e-07	0.0002910360884749709
GCF_000979025.1	GCF_000979025	mistdb	hk	MASE3,PAS_3	domain_comb	2	4.982088147587386e-07	0.0005820721769499418
GCF_000979025.1	GCF_000979025	mistdb	hk	PAS_3,dCache_1,hole	domain_comb	2	4.982088147587386e-07	0.0005820721769499418
GCF_000979025.1	GCF_000979025	mistdb	hk	PAS,PAS_4,PAS_9,hole	domain_comb	1	2.491044073793693e-07	0.0002910360884749709
GCF_000979025.1	GCF_000979025	mistdb	hk	HisKA_7TM,PAS	domain_comb	1	2.491044073793693e-07	0.0002910360884749709
GCF_000979025.1	GCF_000979025	mistdb	hk	MEDS,PAS,PAS_3,PAS_4,PAS_9	domain_comb	1	2.491044073793693e-07	0.0002910360884749709
GCF_000979025.1	GCF_000979025	mistdb	hk	PAS_9,hole	domain_comb	1	2.491044073793693e-07	0.0002910360884749709
GCF_000979025.1	GCF_000979025	mistdb	hk	PAS,PAS_8	domain_comb	1	2.491044073793693e-07	0.0002910360884749709
GCF_000979035.1	GCF_000979035	mistdb	hk	PAS_3,PAS_9	domain_comb	1	2.421492196136025e-07	0.00028011204481792715
GCF_000979035.1	GCF_000979035	mistdb	hk	PAS_3,PAS_4,hole	domain_comb	1	2.421492196136025e-07	0.00028011204481792715
GCF_000979035.1	GCF_000979035	mistdb	hk	MEDS	domain_comb	1	2.421492196136025e-07	0.00028011204481792715
GCF_000979035.1	GCF_000979035	mistdb	hk	PAS_3	domain_comb	2	4.84298439227205e-07	0.0005602240896358543
GCF_000979035.1	GCF_000979035	mistdb	hk	GAF_3,PAS,PAS_3,PAS_9,hole	domain_comb	1	2.421492196136025e-07	0.00028011204481792715
GCF_000979035.1	GCF_000979035	mistdb	hk	CHASE4,PAS_4,hole	domain_comb	2	4.84298439227205e-07	0.0005602240896358543
GCF_000979035.1	GCF_000979035	mistdb	hk	PAS_3,PAS_4,PAS_9	domain_comb	2	4.84298439227205e-07	0.0005602240896358543
GCF_000979035.1	GCF_000979035	mistdb	hk	PAS_3,dCache_1,hole	domain_comb	2	4.84298439227205e-07	0.0005602240896358543
GCF_000979035.1	GCF_000979035	mistdb	hk	PAS,PAS_8,PAS_9,PocR	domain_comb	1	2.421492196136025e-07	0.00028011204481792715
GCF_000979035.1	GCF_000979035	mistdb	hk	PAS_8,hole	domain_comb	1	2.421492196136025e-07	0.00028011204481792715
GCF_000979035.1	GCF_000979035	mistdb	hk	PAS_3,PAS_9,hole	domain_comb	1	2.421492196136025e-07	0.00028011204481792715
GCF_000979035.1	GCF_000979035	mistdb	hk	PAS_3,PAS_4	domain_comb	1	2.421492196136025e-07	0.00028011204481792715
GCF_000979035.1	GCF_000979035	mistdb	hk	CHASE4,hole	domain_comb	1	2.421492196136025e-07	0.00028011204481792715
GCF_000979035.1	GCF_000979035	mistdb	hk	PAS_3,PAS_9,PocR,hole	domain_comb	1	2.421492196136025e-07	0.00028011204481792715
GCF_000979035.1	GCF_000979035	mistdb	hk	MASE3,PAS_3	domain_comb	2	4.84298439227205e-07	0.0005602240896358543
GCF_000979035.1	GCF_000979035	mistdb	hk	GAF_2,PAS,PAS_3,PAS_9,PocR	domain_comb	1	2.421492196136025e-07	0.00028011204481792715
GCF_000979035.1	GCF_000979035	mistdb	hk	GAF_3,PAS_3,PAS_4,hole	domain_comb	1	2.421492196136025e-07	0.00028011204481792715
GCF_000979035.1	GCF_000979035	mistdb	hk	GAF_3,PAS_4,hole	domain_comb	1	2.421492196136025e-07	0.00028011204481792715
GCF_000979035.1	GCF_000979035	mistdb	hk	MEDS,PAS_3,PAS_4,PAS_9	domain_comb	1	2.421492196136025e-07	0.00028011204481792715
GCF_000979035.1	GCF_000979035	mistdb	hk	PAS_3,PAS_4,PAS_9,PocR	domain_comb	1	2.421492196136025e-07	0.00028011204481792715
GCF_000979035.1	GCF_000979035	mistdb	hk	MEDS,PAS,PAS_3,PAS_4,PAS_9	domain_comb	1	2.421492196136025e-07	0.00028011204481792715
GCF_000979035.1	GCF_000979035	mistdb	hk	HisKA_7TM,PAS	domain_comb	1	2.421492196136025e-07	0.00028011204481792715
GCF_000979035.1	GCF_000979035	mistdb	hk	PAS_9,hole	domain_comb	1	2.421492196136025e-07	0.00028011204481792715
GCF_000979035.1	GCF_000979035	mistdb	hk	PAS,PAS_8	domain_comb	1	2.421492196136025e-07	0.00028011204481792715
GCF_000979045.1	GCF_000979045	mistdb	hk	PAS_3,PAS_4,hole	domain_comb	1	2.425522512123368e-07	0.0002834467120181406
GCF_000979045.1	GCF_000979045	mistdb	hk	GAF_3,PAS_3,PAS_4,hole	domain_comb	1	2.425522512123368e-07	0.0002834467120181406
GCF_000979045.1	GCF_000979045	mistdb	hk	PAS_3,PAS_9	domain_comb	1	2.425522512123368e-07	0.0002834467120181406
GCF_000979045.1	GCF_000979045	mistdb	hk	MEDS	domain_comb	1	2.425522512123368e-07	0.0002834467120181406
GCF_000979045.1	GCF_000979045	mistdb	hk	PAS_3	domain_comb	2	4.851045024246736e-07	0.0005668934240362812
GCF_000979045.1	GCF_000979045	mistdb	hk	GAF_3,PAS,PAS_3,PAS_9,hole	domain_comb	1	2.425522512123368e-07	0.0002834467120181406
GCF_000979045.1	GCF_000979045	mistdb	hk	PAS_3,PAS_4,PAS_9	domain_comb	2	4.851045024246736e-07	0.0005668934240362812
GCF_000979045.1	GCF_000979045	mistdb	hk	PAS_3,dCache_1,hole	domain_comb	2	4.851045024246736e-07	0.0005668934240362812
GCF_000979045.1	GCF_000979045	mistdb	hk	CHASE4,PAS_4,hole	domain_comb	2	4.851045024246736e-07	0.0005668934240362812
GCF_000979045.1	GCF_000979045	mistdb	hk	PAS,PAS_8,PAS_9,PocR	domain_comb	1	2.425522512123368e-07	0.0002834467120181406
GCF_000979045.1	GCF_000979045	mistdb	hk	GAF_2,PAS,PAS_3,PAS_9,PocR	domain_comb	1	2.425522512123368e-07	0.0002834467120181406
GCF_000979045.1	GCF_000979045	mistdb	hk	MEDS,PAS_3,PAS_4,PAS_9	domain_comb	1	2.425522512123368e-07	0.0002834467120181406
GCF_000979045.1	GCF_000979045	mistdb	hk	PAS_8,hole	domain_comb	1	2.425522512123368e-07	0.0002834467120181406
GCF_000979045.1	GCF_000979045	mistdb	hk	PAS_3,PAS_9,hole	domain_comb	1	2.425522512123368e-07	0.0002834467120181406
GCF_000979045.1	GCF_000979045	mistdb	hk	PAS_3,PAS_4	domain_comb	1	2.425522512123368e-07	0.0002834467120181406
GCF_000979045.1	GCF_000979045	mistdb	hk	GAF_3,PAS_4,hole	domain_comb	1	2.425522512123368e-07	0.0002834467120181406
GCF_000979045.1	GCF_000979045	mistdb	hk	CHASE4,hole	domain_comb	1	2.425522512123368e-07	0.0002834467120181406
GCF_000979045.1	GCF_000979045	mistdb	hk	MASE3,PAS_3	domain_comb	2	4.851045024246736e-07	0.0005668934240362812
GCF_000979045.1	GCF_000979045	mistdb	hk	PAS_3,PAS_9,PocR,hole	domain_comb	1	2.425522512123368e-07	0.0002834467120181406
GCF_000979045.1	GCF_000979045	mistdb	hk	PAS_3,PAS_4,PAS_9,PocR	domain_comb	1	2.425522512123368e-07	0.0002834467120181406
GCF_000979045.1	GCF_000979045	mistdb	hk	MEDS,PAS,PAS_3,PAS_4,PAS_9	domain_comb	1	2.425522512123368e-07	0.0002834467120181406
GCF_000979045.1	GCF_000979045	mistdb	hk	HisKA_7TM,PAS	domain_comb	1	2.425522512123368e-07	0.0002834467120181406
GCF_000979045.1	GCF_000979045	mistdb	hk	PAS_9,hole	domain_comb	1	2.425522512123368e-07	0.0002834467120181406
GCF_000979045.1	GCF_000979045	mistdb	hk	PAS,PAS_8	domain_comb	1	2.425522512123368e-07	0.0002834467120181406
GCF_000979095.1	GCF_000979095	mistdb	hk	PAS_3,PAS_4,PAS_9	domain_comb	3	7.493220508744713e-07	0.0008746355685131195
GCF_000979095.1	GCF_000979095	mistdb	hk	PAS_3,PAS_4,hole	domain_comb	1	2.497740169581571e-07	0.0002915451895043732
GCF_000979095.1	GCF_000979095	mistdb	hk	PAS_3,PAS_4	domain_comb	1	2.497740169581571e-07	0.0002915451895043732
GCF_000979095.1	GCF_000979095	mistdb	hk	GAF_2,PAS,PAS_3,PAS_4,PAS_9,hole	domain_comb	1	2.497740169581571e-07	0.0002915451895043732
GCF_000979095.1	GCF_000979095	mistdb	hk	PAS_3,PAS_9	domain_comb	2	4.995480339163142e-07	0.0005830903790087463
GCF_000979095.1	GCF_000979095	mistdb	hk	PAS_8,hole	domain_comb	1	2.497740169581571e-07	0.0002915451895043732
GCF_000979095.1	GCF_000979095	mistdb	hk	GAF_2,PAS,PAS_3,PAS_9,PocR	domain_comb	1	2.497740169581571e-07	0.0002915451895043732
GCF_000979095.1	GCF_000979095	mistdb	hk	PAS_3,PAS_9,PocR	domain_comb	1	2.497740169581571e-07	0.0002915451895043732
GCF_000979095.1	GCF_000979095	mistdb	hk	GAF_3,PAS,PAS_3,PAS_9,hole	domain_comb	1	2.497740169581571e-07	0.0002915451895043732
GCF_000979095.1	GCF_000979095	mistdb	hk	GAF_3,PAS_3,PAS_4,hole	domain_comb	1	2.497740169581571e-07	0.0002915451895043732
GCF_000979095.1	GCF_000979095	mistdb	hk	PAS_3	domain_comb	2	4.995480339163142e-07	0.0005830903790087463
GCF_000979095.1	GCF_000979095	mistdb	hk	PAS,PAS_8,PAS_9,PocR	domain_comb	1	2.497740169581571e-07	0.0002915451895043732
GCF_000979095.1	GCF_000979095	mistdb	hk	PAS_3,PAS_4,PAS_9,PocR	domain_comb	1	2.497740169581571e-07	0.0002915451895043732
GCF_000979095.1	GCF_000979095	mistdb	hk	CHASE4,PAS_4,hole	domain_comb	1	2.497740169581571e-07	0.0002915451895043732
GCF_000979095.1	GCF_000979095	mistdb	hk	MASE3,PAS_3	domain_comb	2	4.995480339163142e-07	0.0005830903790087463
GCF_000979095.1	GCF_000979095	mistdb	hk	PAS_3,dCache_1,hole	domain_comb	2	4.995480339163142e-07	0.0005830903790087463
GCF_000979095.1	GCF_000979095	mistdb	hk	PAS,PAS_4,PAS_9,hole	domain_comb	1	2.497740169581571e-07	0.0002915451895043732
GCF_000979095.1	GCF_000979095	mistdb	hk	MEDS	domain_comb	1	2.497740169581571e-07	0.0002915451895043732
GCF_000979095.1	GCF_000979095	mistdb	hk	HisKA_7TM,PAS	domain_comb	1	2.497740169581571e-07	0.0002915451895043732
GCF_000979095.1	GCF_000979095	mistdb	hk	CHASE4,hole	domain_comb	1	2.497740169581571e-07	0.0002915451895043732
GCF_000979095.1	GCF_000979095	mistdb	hk	MEDS,PAS,PAS_3,PAS_4,PAS_9	domain_comb	1	2.497740169581571e-07	0.0002915451895043732
GCF_000979095.1	GCF_000979095	mistdb	hk	PAS,PAS_8	domain_comb	1	2.497740169581571e-07	0.0002915451895043732
GCF_000979095.1	GCF_000979095	mistdb	hk	PAS_9,hole	domain_comb	1	2.497740169581571e-07	0.0002915451895043732
GCF_000979105.1	GCF_000979105	mistdb	hk	PAS_3,PAS_9,hole	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979105.1	GCF_000979105	mistdb	hk	PAS_8,hole	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979105.1	GCF_000979105	mistdb	hk	MEDS	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979105.1	GCF_000979105	mistdb	hk	PAS_3	domain_comb	2	4.93892525035412e-07	0.0005743825387708214
GCF_000979105.1	GCF_000979105	mistdb	hk	PAS_3,dCache_1,hole	domain_comb	2	4.93892525035412e-07	0.0005743825387708214
GCF_000979105.1	GCF_000979105	mistdb	hk	PAS_3,PAS_4,PAS_9	domain_comb	3	7.408387875531182e-07	0.0008615738081562321
GCF_000979105.1	GCF_000979105	mistdb	hk	PAS_3,PAS_4,hole	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979105.1	GCF_000979105	mistdb	hk	PAS_3,PAS_9	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979105.1	GCF_000979105	mistdb	hk	HisKA_7TM,PAS	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979105.1	GCF_000979105	mistdb	hk	GAF_2,PAS,PAS_3,PAS_9,PocR	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979105.1	GCF_000979105	mistdb	hk	hole	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979105.1	GCF_000979105	mistdb	hk	CHASE4,PAS_4,hole	domain_comb	2	4.93892525035412e-07	0.0005743825387708214
GCF_000979105.1	GCF_000979105	mistdb	hk	PAS_3,PAS_4,PAS_9,PocR	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979105.1	GCF_000979105	mistdb	hk	GAF_3,PAS,PAS_3,PAS_9,hole	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979105.1	GCF_000979105	mistdb	hk	GAF_3,PAS_4,hole	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979105.1	GCF_000979105	mistdb	hk	MASE3,PAS_3	domain_comb	2	4.93892525035412e-07	0.0005743825387708214
GCF_000979105.1	GCF_000979105	mistdb	hk	MEDS,PAS_3,PAS_4,PAS_9	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979105.1	GCF_000979105	mistdb	hk	GAF_3,PAS_3,PAS_4,hole	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979105.1	GCF_000979105	mistdb	hk	PAS_3,PAS_9,PocR,hole	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979105.1	GCF_000979105	mistdb	hk	PAS,PAS_8,PAS_9,PocR	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979105.1	GCF_000979105	mistdb	hk	CHASE4,hole	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979105.1	GCF_000979105	mistdb	hk	GAF_2,PAS,PAS_3,PAS_4,PAS_9,hole	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979105.1	GCF_000979105	mistdb	hk	PAS_3,PAS_4	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979105.1	GCF_000979105	mistdb	hk	MEDS,PAS,PAS_3,PAS_4,PAS_9	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979105.1	GCF_000979105	mistdb	hk	PAS,PAS_8	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979105.1	GCF_000979105	mistdb	hk	PAS_9,hole	domain_comb	1	2.46946262517706e-07	0.0002871912693854107
GCF_000979115.1	GCF_000979115	mistdb	hk	PAS_3,PAS_4	domain_comb	1	2.517752040197422e-07	0.0002915451895043732
GCF_000979115.1	GCF_000979115	mistdb	hk	PAS_3,PAS_9,hole	domain_comb	1	2.517752040197422e-07	0.0002915451895043732
GCF_000979115.1	GCF_000979115	mistdb	hk	PAS_8,hole	domain_comb	1	2.517752040197422e-07	0.0002915451895043732
GCF_000979115.1	GCF_000979115	mistdb	hk	HisKA_7TM,PAS	domain_comb	1	2.517752040197422e-07	0.0002915451895043732
GCF_000979115.1	GCF_000979115	mistdb	hk	GAF_2,PAS,PAS_3,PAS_9,PocR	domain_comb	1	2.517752040197422e-07	0.0002915451895043732
GCF_000979115.1	GCF_000979115	mistdb	hk	MASE3,PAS_3	domain_comb	2	5.035504080394844e-07	0.0005830903790087463
GCF_000979115.1	GCF_000979115	mistdb	hk	CHASE4,PAS_4,hole	domain_comb	2	5.035504080394844e-07	0.0005830903790087463
GCF_000979115.1	GCF_000979115	mistdb	hk	GAF_3,PAS,PAS_3,PAS_9,hole	domain_comb	1	2.517752040197422e-07	0.0002915451895043732
GCF_000979115.1	GCF_000979115	mistdb	hk	PAS_3,PAS_9,PocR	domain_comb	1	2.517752040197422e-07	0.0002915451895043732
GCF_000979115.1	GCF_000979115	mistdb	hk	PAS_3,PAS_4,hole	domain_comb	1	2.517752040197422e-07	0.0002915451895043732
GCF_000979115.1	GCF_000979115	mistdb	hk	MEDS	domain_comb	1	2.517752040197422e-07	0.0002915451895043732
GCF_000979115.1	GCF_000979115	mistdb	hk	PAS_3,dCache_1,hole	domain_comb	2	5.035504080394844e-07	0.0005830903790087463
GCF_000979115.1	GCF_000979115	mistdb	hk	PAS_3	domain_comb	2	5.035504080394844e-07	0.0005830903790087463
GCF_000979115.1	GCF_000979115	mistdb	hk	PAS_3,PAS_9	domain_comb	1	2.517752040197422e-07	0.0002915451895043732
GCF_000979115.1	GCF_000979115	mistdb	hk	GAF_3,PAS_4,hole	domain_comb	1	2.517752040197422e-07	0.0002915451895043732
GCF_000979115.1	GCF_000979115	mistdb	hk	PAS_3,PAS_4,PAS_9	domain_comb	3	7.553256120592266e-07	0.0008746355685131195
GCF_000979115.1	GCF_000979115	mistdb	hk	MEDS,PAS_3,PAS_9	domain_comb	1	2.517752040197422e-07	0.0002915451895043732
GCF_000979115.1	GCF_000979115	mistdb	hk	GAF_3,PAS_3,PAS_4,hole	domain_comb	1	2.517752040197422e-07	0.0002915451895043732
GCF_000979115.1	GCF_000979115	mistdb	hk	CHASE4,hole	domain_comb	1	2.517752040197422e-07	0.0002915451895043732
GCF_000979115.1	GCF_000979115	mistdb	hk	PAS_3,PAS_4,PAS_9,PocR	domain_comb	1	2.517752040197422e-07	0.0002915451895043732
GCF_000979115.1	GCF_000979115	mistdb	hk	PAS,PAS_8,PAS_9,PocR	domain_comb	1	2.517752040197422e-07	0.0002915451895043732
GCF_000979115.1	GCF_000979115	mistdb	hk	MEDS,PAS,PAS_3,PAS_4,PAS_9	domain_comb	1	2.517752040197422e-07	0.0002915451895043732
GCF_000979115.1	GCF_000979115	mistdb	hk	MEDS,PAS_3,PAS_4,PAS_9	domain_comb	1	2.517752040197422e-07	0.0002915451895043732
GCF_000979115.1	GCF_000979115	mistdb	hk	PAS,PAS_8	domain_comb	1	2.517752040197422e-07	0.0002915451895043732
GCF_000979115.1	GCF_000979115	mistdb	hk	PAS_9,hole	domain_comb	1	2.517752040197422e-07	0.0002915451895043732
GCF_000979125.1	GCF_000979125	mistdb	hk	CHASE4,hole	domain_comb	1	2.4554055384618407e-07	0.0002840909090909091
GCF_000979125.1	GCF_000979125	mistdb	hk	CHASE4,PAS_4,hole	domain_comb	2	4.910811076923681e-07	0.0005681818181818182
GCF_000979125.1	GCF_000979125	mistdb	hk	PAS_3,PAS_4	domain_comb	1	2.4554055384618407e-07	0.0002840909090909091
GCF_000979125.1	GCF_000979125	mistdb	hk	GAF_2,PAS,PAS_3,PAS_4,PAS_9,hole	domain_comb	1	2.4554055384618407e-07	0.0002840909090909091
GCF_000979125.1	GCF_000979125	mistdb	hk	HATPase_c_3	domain_comb	1	2.4554055384618407e-07	0.0002840909090909091
GCF_000979125.1	GCF_000979125	mistdb	hk	PAS_3,PAS_9	domain_comb	2	4.910811076923681e-07	0.0005681818181818182
GCF_000979125.1	GCF_000979125	mistdb	hk	PAS,PAS_4,PAS_9,hole	domain_comb	1	2.4554055384618407e-07	0.0002840909090909091
GCF_000979125.1	GCF_000979125	mistdb	hk	MEDS	domain_comb	1	2.4554055384618407e-07	0.0002840909090909091
GCF_000979125.1	GCF_000979125	mistdb	hk	PAS_3,PAS_4,hole	domain_comb	1	2.4554055384618407e-07	0.0002840909090909091
GCF_000979125.1	GCF_000979125	mistdb	hk	PAS_3	domain_comb	2	4.910811076923681e-07	0.0005681818181818182
GCF_000979125.1	GCF_000979125	mistdb	hk	GAF_3,PAS_3,PAS_4,hole	domain_comb	1	2.4554055384618407e-07	0.0002840909090909091
GCF_000979125.1	GCF_000979125	mistdb	hk	MEDS,PAS_3,PAS_4,PAS_9	domain_comb	1	2.4554055384618407e-07	0.0002840909090909091
GCF_000979125.1	GCF_000979125	mistdb	hk	GAF_2,PAS,PAS_3,PAS_9,PocR	domain_comb	1	2.4554055384618407e-07	0.0002840909090909091
GCF_000979125.1	GCF_000979125	mistdb	hk	HisKA_7TM,PAS	domain_comb	1	2.4554055384618407e-07	0.0002840909090909091
GCF_000979125.1	GCF_000979125	mistdb	hk	GAF_3,PAS,PAS_3,PAS_9,hole	domain_comb	1	2.4554055384618407e-07	0.0002840909090909091
GCF_000979125.1	GCF_000979125	mistdb	hk	PAS_3,PAS_4,PAS_9	domain_comb	2	4.910811076923681e-07	0.0005681818181818182
GCF_000979125.1	GCF_000979125	mistdb	hk	PAS,PAS_8,PAS_9,PocR	domain_comb	1	2.4554055384618407e-07	0.0002840909090909091
GCF_000979125.1	GCF_000979125	mistdb	hk	PAS_3,PAS_9,PocR	domain_comb	1	2.4554055384618407e-07	0.0002840909090909091
GCF_000979125.1	GCF_000979125	mistdb	hk	MEDS,PAS_3,PAS_9	domain_comb	1	2.4554055384618407e-07	0.0002840909090909091
GCF_000979125.1	GCF_000979125	mistdb	hk	GAF_3,PAS_4,hole	domain_comb	1	2.4554055384618407e-07	0.0002840909090909091
