genome	genome_accession	ncbi_protein_accession	mist_protein_accession	protein_type	source	protein_length	domain_architecture	sensors_or_regulators	domain_counts	domains
GCF_017498545.1	GCF_017498545	WP_237378823.1	GCF_017498545.1-J3U87_RS26605	hk	mistdb	479	hole:1-251,HisKA:252-320,HATPase_c:363-474	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_017498545.1	GCF_017498545	WP_237378858.1	GCF_017498545.1-J3U87_RS26780	hk	mistdb	616	hole:1-337,HAMP:338-387,HisKA:391-455,HATPase_c:502-614	HAMP	HAMP:1,HATPase_c:1,HisKA:1,hole:1	HAMP,HATPase_c,HisKA,hole
GCF_017498545.1	GCF_017498545	WP_237378881.1	GCF_017498545.1-J3U87_RS26915	hk	mistdb	1100	Reg_prop:41-64,Reg_prop:86-109,Reg_prop:181-203,hole:204-417,Reg_prop:418-441,Reg_prop:510-532,Reg_prop:600-623,hole:624-723,Y_Y_Y:724-788,HisKA:842-915,HATPase_c:962-1074	Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Y_Y_Y	HATPase_c:1,HisKA:1,Reg_prop:6,Y_Y_Y:1,hole:2	HATPase_c,HisKA,Reg_prop,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237378882.1	GCF_017498545.1-J3U87_RS26920	hk	mistdb	1118	Reg_prop:52-75,hole:76-329,Reg_prop:330-353,Reg_prop:426-449,Reg_prop:477-499,hole:500-736,Y_Y_Y:737-801,HisKA:855-928,HATPase_c:975-1087	Reg_prop,Reg_prop,Reg_prop,Reg_prop,Y_Y_Y	HATPase_c:1,HisKA:1,Reg_prop:4,Y_Y_Y:1,hole:2	HATPase_c,HisKA,Reg_prop,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237378921.1	GCF_017498545.1-J3U87_RS27115	hk	mistdb	1027	Reg_prop:53-76,Reg_prop:94-117,hole:118-216,Reg_prop:217-240,Reg_prop:317-340,Reg_prop:359-382,Reg_prop:442-465,hole:466-683,Y_Y_Y:684-747,HisKA:794-862,HATPase_c:908-1024	Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Y_Y_Y	HATPase_c:1,HisKA:1,Reg_prop:6,Y_Y_Y:1,hole:2	HATPase_c,HisKA,Reg_prop,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237378974.1	GCF_017498545.1-J3U87_RS27410	hk	mistdb	1089	Reg_prop:87-109,Reg_prop:169-192,Reg_prop:262-285,Reg_prop:345-368,Reg_prop:428-451,Reg_prop:469-492,Reg_prop:510-533,hole:534-686,Y_Y_Y:687-751,<HisKA>:828-976,HATPase_c:977-1088	Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Y_Y_Y	<HisKA>:1,HATPase_c:1,Reg_prop:7,Y_Y_Y:1,hole:1	<HisKA>,HATPase_c,Reg_prop,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237379060.1	GCF_017498545.1-J3U87_RS27850	hk	mistdb	774	dCache_1:26-309,hole:310-408,HAMP:409-466,<HisKA>:508-656,HATPase_c:657-770	dCache_1,HAMP	<HisKA>:1,HAMP:1,HATPase_c:1,dCache_1:1,hole:1	<HisKA>,HAMP,HATPase_c,dCache_1,hole
GCF_017498545.1	GCF_017498545	WP_237379230.1	GCF_017498545.1-J3U87_RS28715	hk	mistdb	648	hole:1-418,HisKA:419-486,HATPase_c:532-645	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_017498545.1	GCF_017498545	WP_237379327.1	GCF_017498545.1-J3U87_RS29220	hk	mistdb	377	hole:1-167,His_kinase:168-248	nodomain	His_kinase:1,hole:1	His_kinase,hole
GCF_017498545.1	GCF_017498545	WP_237379346.1	GCF_017498545.1-J3U87_RS29320	hk	mistdb	388	hole:1-184,His_kinase:185-265	nodomain	His_kinase:1,hole:1	His_kinase,hole
GCF_017498545.1	GCF_017498545	WP_237379402.1	GCF_017498545.1-J3U87_RS29600	hk	mistdb	717	hole:1-308,HAMP:309-354,hole:355-499,HisKA:500-571,HATPase_c:612-717	HAMP	HAMP:1,HATPase_c:1,HisKA:1,hole:2	HAMP,HATPase_c,HisKA,hole
GCF_017498545.1	GCF_017498545	WP_237379478.1	GCF_017498545.1-J3U87_RS29985	hk	mistdb	646	SBP_bac_3:23-240,hole:241-341,<HisKA>:342-490,HATPase_c:491-602	SBP_bac_3	<HisKA>:1,HATPase_c:1,SBP_bac_3:1,hole:1	<HisKA>,HATPase_c,SBP_bac_3,hole
GCF_017498545.1	GCF_017498545	WP_237379490.1	GCF_017498545.1-J3U87_RS30045	hk	mistdb	436	hole:1-332,HATPase_c:333-436	nodomain	HATPase_c:1,hole:1	HATPase_c,hole
GCF_017498545.1	GCF_017498545	WP_237379605.1	GCF_017498545.1-J3U87_RS30635	hk	mistdb	601	hole:1-147,GAF:148-286,<HisKA>:333-481,HATPase_c:482-593	GAF	<HisKA>:1,GAF:1,HATPase_c:1,hole:1	<HisKA>,GAF,HATPase_c,hole
GCF_017498545.1	GCF_017498545	WP_237379626.1	GCF_017498545.1-J3U87_RS30740	hk	mistdb	473	hole:1-204,HAMP:205-253,HisKA:257-321,HATPase_c:366-473	HAMP	HAMP:1,HATPase_c:1,HisKA:1,hole:1	HAMP,HATPase_c,HisKA,hole
GCF_017498545.1	GCF_017498545	WP_237379644.1	GCF_017498545.1-J3U87_RS30830	hk	mistdb	68	HATPase_c:2-67	nodomain	HATPase_c:1	HATPase_c
GCF_017498545.1	GCF_017498545	WP_237379741.1	GCF_017498545.1-J3U87_RS31320	hk	mistdb	536	hole:1-301,HisKA:302-369,HATPase_c:414-529	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_017498545.1	GCF_017498545	WP_237379957.1	GCF_017498545.1-J3U87_RS32420	hk	mistdb	665	PAS_3:26-108,GAF_2:141-291,PAS_9:322-428,HisKA:435-504,HATPase_c:551-662	PAS_3,GAF_2,PAS_9	GAF_2:1,HATPase_c:1,HisKA:1,PAS_3:1,PAS_9:1	GAF_2,HATPase_c,HisKA,PAS_3,PAS_9
GCF_017498545.1	GCF_017498545	WP_237379979.1	GCF_017498545.1-J3U87_RS32530	hk	mistdb	585	PAS_3:28-113,GAF_2:140-283,<HisKA>:327-475,HATPase_c:476-585	PAS_3,GAF_2	<HisKA>:1,GAF_2:1,HATPase_c:1,PAS_3:1	<HisKA>,GAF_2,HATPase_c,PAS_3
GCF_017498545.1	GCF_017498545	WP_237380002.1	GCF_017498545.1-J3U87_RS32615	hk	mistdb	1145	hole:1-234,Reg_prop:235-258,Reg_prop:328-351,hole:352-468,Reg_prop:469-492,Reg_prop:562-585,hole:586-730,Y_Y_Y:731-795,<HisKA>:865-1013,HATPase_c:1014-1126	Reg_prop,Reg_prop,Reg_prop,Reg_prop,Y_Y_Y	<HisKA>:1,HATPase_c:1,Reg_prop:4,Y_Y_Y:1,hole:3	<HisKA>,HATPase_c,Reg_prop,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237380008.1	GCF_017498545.1-J3U87_RS32630	hk	mistdb	1109	Reg_prop:28-51,hole:52-166,Reg_prop:167-190,Reg_prop:214-237,Reg_prop:309-332,Reg_prop:354-377,hole:378-542,Reg_prop:543-566,hole:567-715,Y_Y_Y:716-780,<HisKA>:851-999,HATPase_c:1000-1109	Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Y_Y_Y	<HisKA>:1,HATPase_c:1,Reg_prop:6,Y_Y_Y:1,hole:3	<HisKA>,HATPase_c,Reg_prop,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237380379.1	GCF_017498545.1-J3U87_RS33620	hk	mistdb	427	hole:1-229,HisKA:230-296	nodomain	HisKA:1,hole:1	HisKA,hole
GCF_017498545.1	GCF_017498545	WP_237380392.1	GCF_017498545.1-J3U87_RS33685	hk	mistdb	819	hole:1-320,PAS_9:321-432,PAS_9:455-560,HisKA:581-650,HATPase_c:688-800	PAS_9,PAS_9	HATPase_c:1,HisKA:1,PAS_9:2,hole:1	HATPase_c,HisKA,PAS_9,hole
GCF_017498545.1	GCF_017498545	WP_237380397.1	GCF_017498545.1-J3U87_RS33710	hk	mistdb	399	hole:1-169,HisKA:170-238,HATPase_c:278-389	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_017498545.1	GCF_017498545	WP_237380477.1	GCF_017498545.1-J3U87_RS33935	hk	mistdb	972	hole:1-636,PAS:637-736,HisKA:754-819,HATPase_c:861-968	PAS	HATPase_c:1,HisKA:1,PAS:1,hole:1	HATPase_c,HisKA,PAS,hole
GCF_017498545.1	GCF_017498545	WP_237380533.1	GCF_017498545.1-J3U87_RS34095	hk	mistdb	481	hole:1-204,HAMP:205-254,HisKA:258-322,HATPase_c:367-479	HAMP	HAMP:1,HATPase_c:1,HisKA:1,hole:1	HAMP,HATPase_c,HisKA,hole
GCF_017498545.1	GCF_017498545	WP_237380558.1	GCF_017498545.1-J3U87_RS34160	hk	mistdb	535	hole:1-295,HisKA:296-363,HATPase_c:409-521	nodomain	HATPase_c:1,HisKA:1,hole:1	HATPase_c,HisKA,hole
GCF_017498545.1	GCF_017498545	WP_237380795.1	GCF_017498545.1-J3U87_RS34750	hk	mistdb	1082	hole:1-690,Y_Y_Y:691-752,<HisKA>:822-970,HATPase_c:971-1081	Y_Y_Y	<HisKA>:1,HATPase_c:1,Y_Y_Y:1,hole:1	<HisKA>,HATPase_c,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237381115.1	GCF_017498545.1-J3U87_RS00775	hk	mistdb	1746	Reg_prop:41-64,hole:65-511,Reg_prop:512-535,Reg_prop:560-583,Reg_prop:604-627,hole:628-745,Y_Y_Y:746-811,HisKA:887-955,HATPase_c:1001-1112,Response_reg:1150-1264,hole:1265-1617,HATPase_c:1618-1730	Reg_prop,Reg_prop,Reg_prop,Reg_prop,Y_Y_Y	HATPase_c:2,HisKA:1,Reg_prop:4,Response_reg:1,Y_Y_Y:1,hole:3	HATPase_c,HisKA,Reg_prop,Response_reg,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237381172.1	GCF_017498545.1-J3U87_RS01070	hk	mistdb	1188	MASE1:17-223,CHASE:265-438,hole:439-548,PAS_4:549-660,PAS_4:669-774,HisKA:792-857,HATPase_c:904-1020,Response_reg:1050-1164	MASE1,CHASE,PAS_4,PAS_4	CHASE:1,HATPase_c:1,HisKA:1,MASE1:1,PAS_4:2,Response_reg:1,hole:1	CHASE,HATPase_c,HisKA,MASE1,PAS_4,Response_reg,hole
GCF_017498545.1	GCF_017498545	WP_237381344.1	GCF_017498545.1-J3U87_RS01975	hk	mistdb	1719	hole:1-150,Reg_prop:151-174,hole:175-340,Reg_prop:341-364,Reg_prop:389-412,hole:413-617,Reg_prop:618-640,hole:641-745,Y_Y_Y:746-809,HisKA:858-926,HATPase_c:972-1083,Response_reg:1129-1242,hole:1243-1606,HATPase_c:1607-1718	Reg_prop,Reg_prop,Reg_prop,Reg_prop,Y_Y_Y	HATPase_c:2,HisKA:1,Reg_prop:4,Response_reg:1,Y_Y_Y:1,hole:5	HATPase_c,HisKA,Reg_prop,Response_reg,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237381374.1	GCF_017498545.1-J3U87_RS02125	hk	mistdb	1037	Y_Y_Y:46-110,HisKA:169-236,HATPase_c:283-394,Response_reg:441-555,hole:556-785,HisKA:786-875,HATPase_c:922-1037	Y_Y_Y	HATPase_c:2,HisKA:2,Response_reg:1,Y_Y_Y:1,hole:1	HATPase_c,HisKA,Response_reg,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237381376.1	GCF_017498545.1-J3U87_RS02135	hk	mistdb	1484	hole:1-341,Reg_prop:342-365,Reg_prop:390-413,Reg_prop:441-464,hole:465-576,Reg_prop:577-600,hole:601-756,Y_Y_Y:757-822,HisKA:916-984,HATPase_c:1030-1143,Response_reg:1211-1322,HTH_18:1397-1476	Reg_prop,Reg_prop,Reg_prop,Reg_prop,Y_Y_Y,HTH_18	HATPase_c:1,HTH_18:1,HisKA:1,Reg_prop:4,Response_reg:1,Y_Y_Y:1,hole:3	HATPase_c,HTH_18,HisKA,Reg_prop,Response_reg,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237381732.1	GCF_017498545.1-J3U87_RS03950	hk	mistdb	509	PAS_4:11-120,HisKA:138-207,HATPase_c:255-366,Response_reg:389-501	PAS_4	HATPase_c:1,HisKA:1,PAS_4:1,Response_reg:1	HATPase_c,HisKA,PAS_4,Response_reg
GCF_017498545.1	GCF_017498545	WP_237381757.1	GCF_017498545.1-J3U87_RS04085	hk	mistdb	1748	hole:1-100,Reg_prop:101-124,Reg_prop:149-172,hole:173-289,Reg_prop:290-313,hole:314-480,Reg_prop:481-504,Reg_prop:528-551,hole:552-751,Y_Y_Y:752-816,HisKA:864-932,HATPase_c:978-1089,Response_reg:1142-1255,hole:1256-1639,HATPase_c:1640-1748	Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Y_Y_Y	HATPase_c:2,HisKA:1,Reg_prop:5,Response_reg:1,Y_Y_Y:1,hole:5	HATPase_c,HisKA,Reg_prop,Response_reg,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237381815.1	GCF_017498545.1-J3U87_RS04380	hk	mistdb	1379	Reg_prop:26-49,hole:50-160,Reg_prop:161-183,hole:184-538,Reg_prop:539-561,hole:562-702,Y_Y_Y:703-767,HisKA:837-901,HATPase_c:948-1056,Response_reg:1115-1228,HTH_18:1288-1366	Reg_prop,Reg_prop,Reg_prop,Y_Y_Y,HTH_18	HATPase_c:1,HTH_18:1,HisKA:1,Reg_prop:3,Response_reg:1,Y_Y_Y:1,hole:3	HATPase_c,HTH_18,HisKA,Reg_prop,Response_reg,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237384479.1	GCF_017498545.1-J3U87_RS04710	hk	mistdb	1557	Reg_prop:97-120,Reg_prop:142-165,hole:166-404,Reg_prop:405-428,Reg_prop:453-476,Reg_prop:501-524,Reg_prop:549-572,hole:573-689,Reg_prop:690-713,hole:714-826,Y_Y_Y:827-891,HisKA:970-1036,HATPase_c:1083-1196,Response_reg:1219-1331,Hpt:1380-1467	Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Y_Y_Y,Hpt	HATPase_c:1,HisKA:1,Hpt:1,Reg_prop:7,Response_reg:1,Y_Y_Y:1,hole:3	HATPase_c,HisKA,Hpt,Reg_prop,Response_reg,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237382185.1	GCF_017498545.1-J3U87_RS06310	hk	mistdb	880	GAF_2:82-219,PAS:232-345,HisKA:368-433,HATPase_c:480-596,hole:597-757,Response_reg:758-874	GAF_2,PAS	GAF_2:1,HATPase_c:1,HisKA:1,PAS:1,Response_reg:1,hole:1	GAF_2,HATPase_c,HisKA,PAS,Response_reg,hole
GCF_017498545.1	GCF_017498545	WP_237382236.1	GCF_017498545.1-J3U87_RS06570	hk	mistdb	567	GAF:26-158,HisKA:180-245,HATPase_c:292-411,Response_reg:447-561	GAF	GAF:1,HATPase_c:1,HisKA:1,Response_reg:1	GAF,HATPase_c,HisKA,Response_reg
GCF_017498545.1	GCF_017498545	WP_237382274.1	GCF_017498545.1-J3U87_RS06760	hk	mistdb	1373	Reg_prop:26-49,Reg_prop:71-94,hole:95-255,Reg_prop:256-279,Reg_prop:303-326,Reg_prop:351-374,Reg_prop:399-422,Reg_prop:447-470,Reg_prop:494-517,hole:518-716,Y_Y_Y:717-781,HisKA:828-893,HATPase_c:940-1056,hole:1057-1242,Response_reg:1243-1357	Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Y_Y_Y	HATPase_c:1,HisKA:1,Reg_prop:8,Response_reg:1,Y_Y_Y:1,hole:3	HATPase_c,HisKA,Reg_prop,Response_reg,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237382512.1	GCF_017498545.1-J3U87_RS07985	hk	mistdb	1074	hole:1-142,TPR_12:143-216,TPR_12:222-296,hole:297-425,HisKA:426-494,HATPase_c:540-650,Response_reg:693-806,GGDEF:847-1024	TPR_12,TPR_12,GGDEF	GGDEF:1,HATPase_c:1,HisKA:1,Response_reg:1,TPR_12:2,hole:2	GGDEF,HATPase_c,HisKA,Response_reg,TPR_12,hole
GCF_017498545.1	GCF_017498545	WP_237382935.1	GCF_017498545.1-J3U87_RS10170	hk	mistdb	1734	Reg_prop:60-83,Reg_prop:105-128,Reg_prop:151-174,hole:175-292,Reg_prop:293-315,Reg_prop:388-411,Reg_prop:436-459,Reg_prop:531-554,Reg_prop:579-602,Reg_prop:623-646,hole:647-759,Y_Y_Y:760-825,HisKA:873-941,HATPase_c:987-1098,Response_reg:1137-1250,hole:1251-1612,HATPase_c:1613-1727	Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Y_Y_Y	HATPase_c:2,HisKA:1,Reg_prop:9,Response_reg:1,Y_Y_Y:1,hole:3	HATPase_c,HisKA,Reg_prop,Response_reg,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237383264.1	GCF_017498545.1-J3U87_RS11920	hk	mistdb	1525	Reg_prop:79-102,hole:103-374,Reg_prop:375-398,hole:399-564,Reg_prop:565-588,hole:589-733,Y_Y_Y:734-798,HisKA:868-936,HATPase_c:982-1099,Response_reg:1149-1260,SpoIIE:1320-1516	Reg_prop,Reg_prop,Reg_prop,Y_Y_Y,SpoIIE	HATPase_c:1,HisKA:1,Reg_prop:3,Response_reg:1,SpoIIE:1,Y_Y_Y:1,hole:3	HATPase_c,HisKA,Reg_prop,Response_reg,SpoIIE,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237383639.1	GCF_017498545.1-J3U87_RS13835	hk	mistdb	715	hole:1-262,HisKA:263-327,HATPase_c:374-484,Response_reg:508-620	nodomain	HATPase_c:1,HisKA:1,Response_reg:1,hole:1	HATPase_c,HisKA,Response_reg,hole
GCF_017498545.1	GCF_017498545	WP_237383941.1	GCF_017498545.1-J3U87_RS15390	hk	mistdb	783	hole:1-270,HisKA:271-336,HATPase_c:383-499,hole:500-660,Response_reg:661-775	nodomain	HATPase_c:1,HisKA:1,Response_reg:1,hole:2	HATPase_c,HisKA,Response_reg,hole
GCF_017498545.1	GCF_017498545	WP_237377465.1	GCF_017498545.1-J3U87_RS19570	hk	mistdb	729	hole:1-228,HisKA:229-297,HATPase_c:343-458,Response_reg:474-583,Response_reg:594-688	nodomain	HATPase_c:1,HisKA:1,Response_reg:2,hole:1	HATPase_c,HisKA,Response_reg,hole
GCF_017498545.1	GCF_017498545	WP_237377576.1	GCF_017498545.1-J3U87_RS20145	hk	mistdb	1647	Reg_prop:9-32,Reg_prop:102-125,hole:126-385,Reg_prop:386-409,hole:410-528,Reg_prop:529-552,hole:553-704,Y_Y_Y:705-768,HisKA:817-885,HATPase_c:931-1042,Response_reg:1088-1201,hole:1202-1427,GGDEF:1428-1601	Reg_prop,Reg_prop,Reg_prop,Reg_prop,Y_Y_Y,GGDEF	GGDEF:1,HATPase_c:1,HisKA:1,Reg_prop:4,Response_reg:1,Y_Y_Y:1,hole:4	GGDEF,HATPase_c,HisKA,Reg_prop,Response_reg,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_272932388.1	GCF_017498545.1-J3U87_RS20555	hk	mistdb	644	PAS_4:21-134,PAS:146-258,HisKA:276-342,HATPase_c:383-507,Response_reg:527-639	PAS_4,PAS	HATPase_c:1,HisKA:1,PAS:1,PAS_4:1,Response_reg:1	HATPase_c,HisKA,PAS,PAS_4,Response_reg
GCF_017498545.1	GCF_017498545	WP_237377741.1	GCF_017498545.1-J3U87_RS21015	hk	mistdb	995	hole:1-226,PAS_9:227-326,PAS_4:345-459,HisKA:477-542,HATPase_c:589-705,Response_reg:725-842,Response_reg:875-990	PAS_9,PAS_4	HATPase_c:1,HisKA:1,PAS_4:1,PAS_9:1,Response_reg:2,hole:1	HATPase_c,HisKA,PAS_4,PAS_9,Response_reg,hole
GCF_017498545.1	GCF_017498545	WP_237377820.1	GCF_017498545.1-J3U87_RS21425	hk	mistdb	1053	hole:1-367,HAMP:368-414,PAS_4:433-548,HisKA:566-631,HATPase_c:678-791,hole:792-931,Response_reg:932-1045	HAMP,PAS_4	HAMP:1,HATPase_c:1,HisKA:1,PAS_4:1,Response_reg:1,hole:2	HAMP,HATPase_c,HisKA,PAS_4,Response_reg,hole
GCF_017498545.1	GCF_017498545	WP_237377842.1	GCF_017498545.1-J3U87_RS21540	hk	mistdb	1703	Reg_prop:49-72,Reg_prop:145-168,hole:169-287,Reg_prop:288-311,Reg_prop:383-406,Reg_prop:431-454,Reg_prop:480-502,Reg_prop:526-549,hole:550-711,Y_Y_Y:712-777,HisKA:825-893,HATPase_c:939-1051,Response_reg:1105-1218,hole:1219-1441,HisKA:1442-1532,HATPase_c:1579-1697	Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Y_Y_Y	HATPase_c:2,HisKA:2,Reg_prop:7,Response_reg:1,Y_Y_Y:1,hole:3	HATPase_c,HisKA,Reg_prop,Response_reg,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237377855.1	GCF_017498545.1-J3U87_RS21605	hk	mistdb	955	MASE1:15-212,CHASE:257-442,hole:443-562,HisKA:563-628,HATPase_c:675-791,Response_reg:828-941	MASE1,CHASE	CHASE:1,HATPase_c:1,HisKA:1,MASE1:1,Response_reg:1,hole:1	CHASE,HATPase_c,HisKA,MASE1,Response_reg,hole
GCF_017498545.1	GCF_017498545	WP_237377966.1	GCF_017498545.1-J3U87_RS22225	hk	mistdb	1468	Reg_prop:96-119,hole:120-746,Y_Y_Y:747-811,HisKA:859-927,HATPase_c:973-1090,Response_reg:1147-1259,HisKA_3:1275-1339,HATPase_c:1379-1468	Reg_prop,Y_Y_Y	HATPase_c:2,HisKA:1,HisKA_3:1,Reg_prop:1,Response_reg:1,Y_Y_Y:1,hole:1	HATPase_c,HisKA,HisKA_3,Reg_prop,Response_reg,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237378078.1	GCF_017498545.1-J3U87_RS22800	hk	mistdb	530	PAS_3:49-139,HisKA:165-230,HATPase_c:277-393,Response_reg:413-522	PAS_3	HATPase_c:1,HisKA:1,PAS_3:1,Response_reg:1	HATPase_c,HisKA,PAS_3,Response_reg
GCF_017498545.1	GCF_017498545	WP_237378138.1	GCF_017498545.1-J3U87_RS23090	hk	mistdb	1337	hole:1-134,TPR_12:135-209,TPR_12:215-289,TPR_7:301-334,hole:335-458,HisKA:459-527,HATPase_c:573-684,Response_reg:730-843,hole:844-1217,HATPase_c:1218-1328	TPR_12,TPR_12,TPR_7	HATPase_c:2,HisKA:1,Response_reg:1,TPR_12:2,TPR_7:1,hole:3	HATPase_c,HisKA,Response_reg,TPR_12,TPR_7,hole
GCF_017498545.1	GCF_017498545	WP_237378298.1	GCF_017498545.1-J3U87_RS23895	hk	mistdb	1657	Reg_prop:85-108,hole:109-413,Reg_prop:414-437,Reg_prop:509-532,hole:533-688,Y_Y_Y:689-754,HisKA:802-870,HATPase_c:915-1026,Response_reg:1065-1178,hole:1179-1539,HATPase_c:1540-1650	Reg_prop,Reg_prop,Reg_prop,Y_Y_Y	HATPase_c:2,HisKA:1,Reg_prop:3,Response_reg:1,Y_Y_Y:1,hole:3	HATPase_c,HisKA,Reg_prop,Response_reg,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237378354.1	GCF_017498545.1-J3U87_RS24190	hk	mistdb	693	MASE1:20-297,HisKA:316-381,HATPase_c:428-548,Response_reg:577-690	MASE1	HATPase_c:1,HisKA:1,MASE1:1,Response_reg:1	HATPase_c,HisKA,MASE1,Response_reg
GCF_017498545.1	GCF_017498545	WP_237378398.1	GCF_017498545.1-J3U87_RS24415	hk	mistdb	1171	hole:1-794,HisKA:795-861,HATPase_c:907-1017,Response_reg:1049-1160	nodomain	HATPase_c:1,HisKA:1,Response_reg:1,hole:1	HATPase_c,HisKA,Response_reg,hole
GCF_017498545.1	GCF_017498545	WP_237378520.1	GCF_017498545.1-J3U87_RS25030	hk	mistdb	1446	Reg_prop:30-53,Reg_prop:122-145,Reg_prop:169-192,hole:193-728,Y_Y_Y:729-793,hole:794-909,HisKA:910-978,HATPase_c:1024-1139,Response_reg:1190-1301,HTH_18:1356-1435	Reg_prop,Reg_prop,Reg_prop,Y_Y_Y,HTH_18	HATPase_c:1,HTH_18:1,HisKA:1,Reg_prop:3,Response_reg:1,Y_Y_Y:1,hole:2	HATPase_c,HTH_18,HisKA,Reg_prop,Response_reg,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237378544.1	GCF_017498545.1-J3U87_RS25150	hk	mistdb	1751	Reg_prop:49-72,Reg_prop:94-117,hole:118-562,Reg_prop:563-586,hole:587-735,Y_Y_Y:736-799,HisKA:852-920,HATPase_c:966-1077,Response_reg:1131-1244,hole:1245-1616,HATPase_c:1617-1726	Reg_prop,Reg_prop,Reg_prop,Y_Y_Y	HATPase_c:2,HisKA:1,Reg_prop:3,Response_reg:1,Y_Y_Y:1,hole:3	HATPase_c,HisKA,Reg_prop,Response_reg,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237378754.1	GCF_017498545.1-J3U87_RS26255	hk	mistdb	1551	Reg_prop:59-82,hole:83-434,Reg_prop:435-458,hole:459-618,Reg_prop:619-642,hole:643-753,Y_Y_Y:754-819,HisKA:860-928,HATPase_c:974-1085,Response_reg:1126-1239,hole:1240-1425,HATPase_c:1426-1544	Reg_prop,Reg_prop,Reg_prop,Y_Y_Y	HATPase_c:2,HisKA:1,Reg_prop:3,Response_reg:1,Y_Y_Y:1,hole:4	HATPase_c,HisKA,Reg_prop,Response_reg,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237378769.1	GCF_017498545.1-J3U87_RS26335	hk	mistdb	1696	hole:1-117,Reg_prop:118-142,hole:143-253,Reg_prop:254-277,hole:278-446,Reg_prop:447-470,Reg_prop:495-518,Reg_prop:588-611,hole:612-719,Y_Y_Y:720-785,HisKA:833-901,HATPase_c:947-1058,Response_reg:1105-1218,hole:1219-1582,HATPase_c:1583-1691	Reg_prop,Reg_prop,Reg_prop,Reg_prop,Reg_prop,Y_Y_Y	HATPase_c:2,HisKA:1,Reg_prop:5,Response_reg:1,Y_Y_Y:1,hole:5	HATPase_c,HisKA,Reg_prop,Response_reg,Y_Y_Y,hole
GCF_017498545.1	GCF_017498545	WP_237378843.1	GCF_017498545.1-J3U87_RS26705	hk	mistdb	1056	hole:1-428,PAS_3:429-509,HisKA:537-602,HATPase_c:649-765,hole:766-922,Response_reg:923-1037	PAS_3	HATPase_c:1,HisKA:1,PAS_3:1,Response_reg:1,hole:2	HATPase_c,HisKA,PAS_3,Response_reg,hole
